reg_id,inbreeding
BSDEU000948074808,2.68
BSDEU000949534104,3.08
HOIRL151548561489,0.29
HOIRL191509121129,1.74
BSDEU000948952356,2.8
BSAUT000269809328,3.25
BSDEU000949048334,6.92
BSDEU000949076336,2.78
BSDEU000948538439,4.53
HOIRL191048180688,3.8
HOIRL151739810669,2.73
HOIRL341346661594,1.67
AYSWE000000099761,1.51
HOIRL241502371838,0.82
BSAUT000201107828,4.67
AYFIN000000047160,1.49
HOIRL191149250945,2.24
HOIRL341194861034,2.76
BSDEU000948842577,3.69
HOIRL151013721777,4.65
HOUSA000072954574,7.42
BSAUT000260364528,4.81
BSDEU000948709506,4.02
HOIRL281381571513,2.44
HOIRL141650581620,2.85
BSDEU000948950338,4.38
HOIRL391102761665,7.51
HOIRL151548561522,0.51
HOIRL371035021129,1.81
HOIRL211338951636,5.39
BSSVN000084294058,3.22
AYFIN000000047747,5.44
HOIRL141556292118,1.5
HOIRL151655781269,2.58
HOIRL151941640279,1.61
HOIRL341327940848,2.75
HOIRL141827862195,1.46
HOIRL141560691423,1.91
HOIRL151013721802,7.42
HOIRL151941670307,2.13
BSCHE120106049252,5.96
AYSWE000000099768,2.84
HOIRL191042581545,1.43
AYFIN000000047313,1.8
HOIRL221372311412,0.75
HOIRL141414190841,3.16
HOIRL151057941816,0.15
HOIRL151753121691,4.68
HOUSA000073198603,6.2
HOUSA000073198604,6.2
HOIRL371090991527,0.66
HOUSA000073198607,6.2
BSAUT000005075528,6.6
HOIRL141761211686,2.62
HOIRL141485611811,3.09
HOIRL251338531358,0.89
HOIRL141631552021,3.84
HOIRL211195550876,2.85
HOIRL211058471167,2
HOUSA000072731117,7.5
HOUSA000072731119,7.5
HOUSA000072954584,7.87
HOIRL351312681803,2.3
BSCHE120071481019,6.79
HOUSA000072731125,7.5
HOUSA000072731124,9.85
BSDEU000948826817,3.24
HOIRL241516191742,1.41
HOIRL151321142061,4.26
GUUSA000068032772,2.2
HOIRL151623482904,2.15
HOUSA000072731127,9.85
AYFIN000000047173,2.46
HOIRL341118461194,0.5
HOUSA000072731129,7.5
HOIRL191178231619,3.59
HOUSA000072731130,9.85
HOIRL191621460951,1.93
HOIRL151057621552,1.97
HOIRL151620923872,0.98
HOIRL361033741303,2.23
HOIRL151013761839,3.75
HOUSA000072731135,6.68
HOIRL221372311453,1.67
HOIRL141827872262,1.66
HOUSA000072731138,6.68
HOIRL151013781840,2.95
AYFIN000000047175,1.34
MSCAN000011522455,0.4
HOIRL341119031227,2.26
HOIRL211172812139,0
HOIRL281379842285,3.53
HOUSA000072731147,6.68
HOIRL141518921049,1.48
HOUSA000072731148,6.68
AYDNK000000037595,0.07
BSDEU000949424816,5.13
HOIRL151569261059,2.03
HOIRL151013761855,1.94
AYSWE000000099781,1.24
HOUSA000072731155,7.26
HOUSA000072731157,7.26
HOIRL161357412305,2.9
AYFIN000000047194,1.59
HOUSA000072954596,8.25
HOUSA000072731158,6.6
HOISR000000007994,1.79
HOUSA000072731164,7.26
AYUSA000172500147,0.22
HOIRL191903330950,4.11
AYFIN000000047197,3.23
HOSVK000812218889,3.22
AYSWE000000099779,1.26
AYFIN000000047268,2.13
HOUSA000072731198,7.31
HOAUS000H01786508,4.22
BSITA021002025925,8.34
HOUSA000072731207,7.31
HOUSA000072731208,7.31
HOAUS000H01786509,4.22
AYSWE000000099780,3.01
AYFIN000000047216,0.95
AYFIN000000047217,2.46
BSCHE120110422638,5.7
BSCHE120075155695,4.58
BSDEU000948711479,4.15
AYSWE000000099788,2.16
HOUSA000072954627,8.25
HOUSA000072954635,8.25
BSDEU000815682072,5.97
HOUSA000072954641,9.06
AYDNK000000037641,1.01
HOUSA000072954646,7.35
HOCHE120107736991,3.51
GUUSA000078006214,9.02
AYDNK000000037643,2.52
AYGBR000007191281,2.07
AYSWE000000099797,1.63
AYFIN000000047273,1.87
BSCHE120111975683,5.76
AYDEU000121491893,2.49
AYSWE000000099790,5.35
HOUSA000073349411,8.68
AYSWE000000099801,1.24
HOLTU000006879389,2.48
AYSWE000000099794,1.81
JENZL000000515802,1.6
BSDEU000949811851,4.31
JECAN000109256631,2.38
AYGBR000022001317,1.56
HONZL000000515005,4.25
AYNZL000000515571,0.91
BSDEU000948613510,9.13
HOUSA000072954694,8.12
JENZL000000515086,3.53
BSAUT000706932128,5.36
JENZL000000315735,5.37
AYSWE000000099800,2.3
BSDEU000949421795,6.23
JECAN000108363780,2.38
JENZL000000515101,0.82
AYNZL000000515623,4.7
BSDEU000949113639,2.61
HOISR000000009037,1.16
AYFIN000000047303,1.23
HONZL000000115036,2.25
BSDEU000949344122,5.23
HONZL000000515052,1.92
JENZL000000515051,1.99
BSCHE120109974124,5.01
HONZL000000515049,2.21
HONZL000000515081,2.32
BSSVN000084280330,3.68
HONZL000000516598,1.17
BSDEU000815821497,5.12
AYDNK000000037686,1.67
BSDEU000948844587,5.7
AYNZL000000515514,2.2
HONZL000000115558,1.98
HONZL000000515029,2.29
HONZL000000515068,1.87
JENZL000000515085,3.53
BSDEU000949235372,5.65
AYFIN000000047330,2.22
JENZL000000515012,2.1
AYNOR000000011742,0.28
HOISR000000009038,1.99
BSDEU000949712815,4.57
BSDEU000949437518,2.64
BSDEU000949713863,4.71
BSDEU000815984875,4.53
BSDEU000815596489,6.08
HONZL000000115116,1.83
BSDEU000816003201,4.5
HONZL000000515665,0.06
BSDEU000948937280,3.33
BSDEU000949127985,3.98
JENZL000000515039,1.48
BSCHE120123363409,2.96
HONZL000000115804,0.55
BSDEU000948819712,4.84
AYDNK000000037688,3.89
BSDEU000949623639,4.46
AYFIN000000047381,2.07
HODEU000357842626,7.15
BSCHE120110672477,4.33
BSDEU000815700371,4.11
BSDEU000815767840,5.02
BSAUT000272229628,3.16
BSDEU000815626008,6.78
AYSWE000000099806,1.42
BSDEU000949561031,5.06
BSDEU000949561032,5.06
AYNOR000000011759,0.28
HONZL000000115039,0.65
HO840003126477774,9.62
HOFIN000000097483,5.09
BSDEU000815943863,5.14
BSCHE120116152768,7.72
BSDEU000949613592,2.56
BSDEU000815899120,8.65
BSDEU000949344129,4.7
BSCHE120122136394,7.92
AYFIN000000047497,1.98
BSDEU000815966017,4.15
HOCHE120107737073,4.57
BSITA025990069191,6.84
BSCHE120114592467,6.05
AYDNK000000037691,2.42
BSITA025990069192,6.84
BSCHE120124607793,7.07
AYFIN000000047631,0.96
HOUSA000073091978,7.74
JEAUS000000701155,8.05
HO840003014086189,8.13
BSDEU000949736429,4.32
BSAUT000585374728,4.56
JEUSA000119161285,10.36
BSDEU000815919696,5.58
BSDEU000815811201,4.89
BSDEU000815919789,4.45
HOUSA000074578351,8.77
BSCHE120107673036,5.74
BSAUT000543781228,4.16
BSDEU000816038402,4.33
HO840003127334795,8.87
HOUSA000074578352,8.77
BSDEU000815984899,4.03
HO840003127334797,9.48
HO840003126822819,10.3
HOUSA000071974692,7.59
HO840003127334801,9.48
AYCAN000012108796,0.03
HO840003127334803,9.48
HOUSA000074591424,8.77
BSDEU000949439744,10.24
HO840003126218611,9.95
HO840003014086192,8.13
HO840003127334806,9.48
BSDEU000949519444,2.6
HO840003126218610,10.3
BSDEU000816016568,3.35
HOUSA000073139021,10.48
HOUSA000073139022,8.84
HO840003126218675,9.95
HO840003127334812,9.48
HOUSA000074021497,9.75
BSDEU000950142414,2.31
HOUSA000071974695,7.2
HO840003127334815,9.89
BSCHE120115230184,6.94
HOUSA000072443383,8.77
BSDEU000816013793,5.19
BSDEU000949614178,4.3
HOUSA000073956544,7.33
HO840003013064527,10.03
HOUSA000072443384,8.77
BSDEU000949438036,3.83
BSDEU000815778559,7.15
HOUSA000073931721,8.52
JEUSA000119268218,5.98
HOUSA000073931724,8.52
BSDEU000948713265,5.42
BSDEU000950037842,5.09
HOUSA000073931727,8.52
JEUSA000067381552,6.38
BSDEU000949715181,3.47
HO840003013064533,9.43
HOUSA000074290779,7.39
HOUSA000074290780,7.39
HOUSA000074290776,7.39
BSDEU000950118994,5.55
AYFIN000011648312,0.76
BSDEU000949281990,3.58
HO840003126134471,7.89
HO840003126134472,7.89
HO840003014086202,9.42
HOUSA000073931747,10.98
BSDEU000950282192,3.5
HOUSA000143141848,10.81
AYDNK000000037718,1.05
HO840003127297132,7.74
AYFIN000000047671,2.69
BSDEU000948942430,3.47
HO840003127297134,7.41
HO840003014562006,9.18
HOUSA000074414123,6.89
HO840003127290396,6.87
HO840003127290397,6.87
HOUSA000074414126,6.38
HOUSA000143150349,10.81
HOUSA000072443386,8.77
BSDEU000949930298,3.98
HO840003125170811,9.04
HOUSA000074414130,6.74
HO840003125066341,8.89
HOUSA000074193751,9.92
HO840003125170812,9.04
HOUSA000074414133,7.91
BSDEU000950261975,10.19
HO840003125170813,9.04
HO840003125170814,9.04
HO840003127297141,7.74
HOUSA000073914778,7.71
HO840003127565422,9.15
BSDEU000815983868,4.85
HOUSA000074193754,7.17
HO840003127297142,7.74
HO840003125170817,9.04
HO840003123986912,8.76
HOUSA000143183053,8.46
HO840003127565425,9.15
HO840003123986914,8.76
HO840003127565428,7.53
HOUSA000073914782,7.71
BSDEU000950028840,4.18
HOUSA000072443388,8.77
BSAUT000948517128,6.89
BSDEU000815983423,6
HOUSA000074024841,7.46
HOUSA000073519388,9.94
HO840003127334890,9.85
HOUSA000073914787,7.71
HO840003126700037,8.41
HO840003129404255,7.55
HOUSA000074414173,8.07
JE840003126051972,6.59
BSITA024990493345,5.07
HO840003125170824,7.5
HO840003125066360,7.07
HO840003125191993,9.3
HOUSA000073914189,8.22
JEITA076990248194,4.04
BSDEU000948863288,4.98
AYDEU000121491989,2.03
HO840003125538702,7.48
HOUSA000071066014,7.55
HO840003125170829,7.5
HO840003127292471,8.13
HOUSA000143189732,7.82
HO840003125170831,9.04
HO840003127292472,8.13
HOUSA000143189741,7.82
HO840003125066364,7.07
HO840003127334898,7.24
BSAUT000515650428,4.62
HO840003127334903,7.24
BSDEU000815947263,6.38
HOFRA005638224271,6.34
HOUSA000072990575,7.47
HO840003014562038,9.88
HO840003125170847,9.92
HOUSA000073139064,7.54
HOUSA000072990578,7.47
HO840003127334908,8.86
HOUSA000074024857,7.03
HO840003127334916,9.9
JEUSA000119192746,2.89
BSDEU000815886320,4.79
HOUSA000074193765,11.31
HOUSA000074193766,11.31
HO840003127334927,9.9
HO840003127381661,8.29
HOUSA000143195557,8.46
HO840003125170863,8.9
HO840003125191997,7.97
HO840003125066379,7.31
HOUSA000143195575,8.46
HO840003125170865,7.56
HOUSA000143195605,8.46
HO840003127565444,9.18
BSDEU000815943893,4.3
HO840003127334918,10.51
HO840003125170868,8.9
HO840003127381666,8.29
HOUSA000073956559,10.06
BSDEU000950022570,3.38
BSDEU000950022571,3.38
HO840003127334930,10.51
HO840003127292478,8.63
HOUSA000073753282,9.58
BSITA024990497353,7.64
HO840003125170870,7.56
HO840003127698258,6.27
BSDEU000949808852,3.56
HO840003125170874,7.21
HO840003125170876,8.9
JEUSA000119204614,6.11
BSITA028990340092,6.84
HOUSA000074021523,7.86
HOUSA000074021524,7.7
AYSWE000000099820,1.64
HOUSA000073983453,8.5
HO840003125191998,7.13
HOUSA000074021526,7.7
HO840003125170880,9.22
HO840003125170882,9.22
BSDEU000949810790,4.85
BSDEU000815800924,5.33
HOUSA000074572312,9.18
HOUSA000072990604,7.09
HOUSA000072990605,7.09
HOUSA000072990606,7.09
HOUSA000072990607,7.09
HOCAN000012046509,0.23
BSDEU000949211914,4.34
HO840003127297158,7.78
HO840003125170889,9.15
HOFRA004972760439,6.69
HO840003127381670,8.29
HO840003125982824,8.92
HO840003125192005,7.39
BSDEU000949438049,3.18
HO840003127601700,9.15
HOUSA000073139080,10.1
HO840003128769218,9.29
HOUSA000074599889,7.32
BSDEU000950120402,3.75
HO840003127601704,9.15
HO840003123891448,9.6
HOUSA000074021529,8.32
BSITA028990340094,6.84
HO840003014562026,10.16
BSNLD000761010289,4.18
HO840003012130234,9.89
HO840003125192009,7.39
HOUSA000073956560,7.99
HOUSA000074261608,8.32
HO840003125192012,7.39
HOFRA000340775928,6.34
HOIRL371268281070,2.13
HO840003127601713,6.44
AYFIN000000047445,1.09
HOUSA000074021531,8.32
HOUSA000074261612,8.32
BSDEU000950368932,4.58
AYFIN000000047444,2.31
HO840003127601717,6.87
HO840003128034697,9.86
HOUSA000072300347,7.29
HOGBR221384201034,2.69
HOUSA000074049753,7.13
HO840003127297167,8.87
HOUSA000073926750,7.5
HO840003128554217,9.85
HOUSA000074599976,8.03
HOUSA000074049754,7.13
HO840003127297169,8.87
HO840003128554216,9.85
AYCAN000012108865,2.09
HO840003128557690,8.92
HOUSA000073926751,7.5
HO840003014562032,10.53
BSDEU000949810793,3.35
AYDEU000121333235,0.56
HOUSA000074491595,7.44
HO840003128365092,10.25
HOUSA000073814042,8.39
BSITA017991556770,5.92
HO840003128673355,9.81
HO840003014562033,10.53
HOUSA000074021539,7.73
HOUSA000073139094,7.47
HO840003128673356,9.81
HOUSA000073914890,6.92
HOUSA000073967462,7.25
AYSWE000000099826,0.76
HODNK000000258987,6.21
HO840003128656704,7.83
HOUSA000074564716,9.88
HO840003127334998,9.38
HOUSA000073956552,7
HO840003013278815,7
HOUSA000074564717,7.45
HOMEX000660010304,5.55
HOUSA000073956562,7
HOUSA000073956564,7
HOUSA000073956563,7
HOUSA000073914897,6.92
HO840003130321012,6.32
JEUSA000119242414,3.16
BSDEU000815919731,6.05
HO840003012575095,8.74
HO840003128365159,10.25
HOUSA000074049756,7.13
HOUSA000073914916,8.07
HOUSA000074345969,8.8
JEUSA000119283516,2.73
HOUSA000074491617,7.44
HOUSA000073838510,10.12
HOUSA000074345968,8.8
HOUSA000074345967,8.8
HOUSA000074015446,8.6
HOUSA000074491619,7.44
HOUSA000074567956,7.39
HOUSA000074528493,8.64
HOUSA000073814044,8.62
HOUSA000074564720,10.91
HO840003127335073,8.61
HOUSA000074345966,8.8
BSAUT000051430329,3.24
HOUSA000143265108,9.54
HOUSA000143273578,9.92
HO840003128146866,7.32
HOUSA000073956567,7.55
AYDNK000000037811,1.05
HOUSA000074210055,8.86
HO840003127411465,7.93
HOUSA000074147121,8.42
HOUSA000073838511,10.12
BSDEU000950015649,2.43
HOFRA003550190974,8.9
AYNOR000000011822,0.85
HOUSA000143272782,10.81
HOUSA000074210056,8.86
HO840003014562036,10.16
HOUSA000074290811,8.59
HO840003127411471,7.93
HOUSA000074147122,8.42
HO840003127411472,7.93
HO840003125993656,8.82
HOUSA000074345965,10.83
HO840003127411473,7.93
GU840003009973877,5.14
HO840003128557706,8.97
HO840003129037694,6.67
HOUSA000074112156,6.58
HOUSA000073914945,8.07
HOUSA000073914942,8.07
HO840003014562055,10.16
HO840003125220908,7.35
HO840003125066435,8.36
HOUSA000073914948,8.07
HOUSA000074290816,8.59
HO840003125192029,8.8
HO840003129256789,8.42
HOUSA000074147125,8.42
HOUSA000072990615,7.55
HO840003127887959,8.94
HOUSA000072990616,7.55
HO840003127887958,8.94
HO840003014562056,10.16
HO840003127335084,10.04
HOUSA000074572353,7.73
HOUSA000074572365,7.28
HOUSA000074572364,8.84
HOUSA000072990621,7.55
HOUSA000072990624,7.55
HOUSA000072990625,7.55
HOUSA000072990628,7.55
HOUSA000072990633,7.41
HOUSA000072990632,7.41
HO840003127402881,7.46
HO840003127402885,7.46
HO840003127601994,7.2
HOUSA000072990630,7.09
HO840003127402884,7.46
HOUSA000072990629,7.09
HOUSA000072300352,7.29
HOUSA000073956574,7.15
MS840003135952467,11.24
HO840003125066438,8.36
HOUSA000074489323,6.66
HOUSA000072300353,7.29
HO840003126606492,7.32
HO840003129438447,9.93
HO840003125066439,7.36
HOUSA000143296025,9.72
HOUSA000143296034,9.72
MSUSA000068320528,0
HOUSA000143354921,8.7
HOUSA000072300354,7.29
BSDEU000816116178,4.36
BSDEU000816116177,4.4
HOUSA000072031812,8.29
HO840003129134608,9.29
HO840003129134607,9.29
HOUSA000074489322,6.66
HOCHE120114733396,9.45
HO840003127411496,7.42
HO840003129037733,17.47
HO840003128890258,9.32
HOUSA000143290609,6.45
HOUSA000072507707,9.66
HO840003129037737,7.73
HOUSA000143326623,6.45
HO840003129037738,7.86
HOUSA000074203739,7.08
HOUSA000073770083,9.43
HO840003123986930,8.76
HO840003129037743,7.69
HO840003126775391,10.39
HO840003126775387,9.16
HO840003129016136,8.03
HO840003123611134,8.38
BSAUT000910047128,7.24
HO840003125066443,9.82
HO840003129037747,7.41
HO840003126775397,10.01
HO840003127565495,7.39
HO840003126539744,7.73
AYFIN000000047489,1.11
HO840003129037752,10.25
HOUSA000073914978,6.39
HOUSA000073958525,8.91
HOUSA000074564730,7.91
HO840003127297189,8.87
AYDNK000000037750,0.92
HO840003124720462,8.52
HO840003125066451,7.52
HOUSA000074564731,8.26
HO840003128656297,8.41
HO840003127565496,7.39
AYCAN000109199839,3.87
HO840003127335061,9.24
HO840003124720464,8.17
HO840003129037768,7.73
HO840003129037764,10.25
HO840003126775437,10.39
HO840003129037766,7.86
HO840003125192039,7.97
HO840003125192038,7.97
HO840003125434762,8.93
HOUSA000074564734,10.2
BSUSA000074226323,7.55
HO840003127420467,8.52
HO840003128043695,7.56
HO840003129134621,9.29
HO840003129134624,9.29
HO840003128043693,7.56
HO840003126775462,9.18
HO840003129037780,7.86
HOUSA000074081345,7.6
HO840003014562080,9.68
HO840003128557278,10
HO840003125993686,8.6
HO840003011730603,6.99
HOUSA000074081348,7.6
AYNOR000000011817,1.15
HO840003125192044,7.97
HO840003125066452,6.91
HO840003125066455,7.52
HOUSA000073756852,5.81
HO840003124076427,9.07
HOUSA000074081351,7.6
HOUSA000074081352,7.6
HOUSA000143399764,7.19
HOUSA000073956579,7.55
HO840003129037798,9.24
HO840003128890266,9.32
HOUSA000073751331,9.14
HOUSA000073751330,9.14
HOUSA000074081355,7.6
HOUSA000074472744,5.92
HO840003129037806,6.96
HOUSA000143319861,9.3
HO840003129037810,7.41
HO840003130383788,8.71
HO840003129134630,9.29
HO840003125479407,7.66
AYGBR314629600306,3.75
HO840003127335107,7.2
HOUSA000074564737,8.67
HO840003129130277,7.15
HO840003129130274,7.15
HO840003129130266,7.41
HO840003129130267,7.09
AYNOR000000011818,1.11
HO840003129037817,7.86
HO840003010366257,9.43
HODEU000538483782,6.54
HO840003130383793,8.5
HO840003127335135,9.21
HOUSA000073508051,9.97
AYFIN000000047513,2.19
HO840003130001744,9.43
HO840003127602000,7.2
HOUSA000074564747,8.01
HO840003125479409,7.66
HO840003131050889,8.82
HO840003130854037,8.05
JEUSA000119295627,6.58
HO840003125066457,8.36
HO840003131050891,8.82
HO840003130383797,8.5
HOUSA000073425486,8.47
HOUSA000073915018,10.08
HO840003126775536,9.16
HO840003127602009,7.2
HO840003129128771,8.71
HOUSA000074353188,9.66
HO840003131050893,8.82
HODEU000538910875,10
HO840003129205466,7.56
HO840003130696336,7.83
HO840003125479414,7.66
HO840003129438465,7.62
HOUSA000073956581,7.15
HO840003128890277,9.32
HO840003129050466,7.95
HODEU000538910879,10
HO840003128557740,8.97
HO840003128146941,7.34
HO840003128146943,7.34
HOUSA000073751333,8.84
HOUSA000074283977,8.55
AYFIN000000047514,0.94
HO840003128146947,7.34
HO840003128146945,7.34
HO840003014562090,10
HODEU000358174826,10.32
HOUSA000143367341,9.18
HO840003010366261,8.77
HODEU000538528678,8.76
HODEU000538549283,10.32
HOUSA000072727326,5.85
HO840003129128780,8.71
HO840003130696354,7.89
HOUSA000074327210,8.32
HO840003126775596,8.42
HO840003129037902,7.65
HO840003126775607,8.42
HO840003129128784,8.51
HO840003128656708,7.83
HO840003128656709,7.83
HO840003126775610,8.4
HOUSA000073751334,8.84
HOUSA000074567982,7.39
HO840003129128788,8.71
HOUSA000074283983,7.63
HO840003127290420,6.64
HO840003126775621,8.65
HODEU000770227740,8.92
HODEU000538528684,8.76
HO840003129128790,7.83
AYFIN000000047515,0.7
HO840003129130276,7.15
HO840003013725190,7.37
HO840003130854056,8.64
HOUSA000071494115,8.51
HOUSA000074193722,9.27
HO840003129037925,7.65
HO840003129128793,7.83
HO840003127335140,10.26
HODEU000538528691,7.4
HOCZE000899088061,8.87
HO840003130854058,8.64
HO840003130854059,8.64
HOUSA000074193723,9.27
HO840003129037935,7.65
HOUSA000074564761,8.26
HO840003130854061,8.64
HO840003126256525,8.83
HOUSA000073814058,10.19
HO840003125220911,6.01
HOCZE000910600061,8.87
BSDEU000816038440,3.88
HO840003129037943,7.65
HO840003126003262,8.87
HOUSA000074489318,6.66
HOUSA000143399456,7.2
HO840003129018444,7.55
HOUSA000071494117,8.51
HO840003126003263,8.87
HO840003013725191,7.37
HOUSA000143402437,8.37
AYNOR000000011819,1.24
HO840003126003264,8.87
HO840003013725192,7.37
HOUSA000074344201,6.71
HOUSA000074327218,8.32
HO840003128824357,8.52
HO840003126003265,8.87
HOFRA002251103281,8.9
HO840003129037961,5.77
HONLD000751486982,8.09
HO840003131666979,7.2
AYNOR000000011821,0.15
HO840003128824363,8.41
HO840003129037970,7.23
HO840003013725193,7.37
HO840003130010257,8.86
HO840003129134654,6.98
HOUSA000074674837,7.91
HO840003125602887,7.37
HO840003128824367,8.41
BSDEU000950024076,4.8
HOUSA000143386410,9.54
HO840003013725195,7.37
HOUSA000143402446,8.37
HOUSA000074353196,9.66
HO840003131000397,8.79
HOUSA000073793148,8.07
HO840003125993710,5.44
